time_s,env_id,base_x_m,pitch_rad,pitch_rate_rad_s,margin_m,fsm_phase,action_l2,reward,roll_rad,fl_contact_state,fr_contact_state,rl_contact_state,rr_contact_state,fl_contact_force_n,fr_contact_force_n,rl_contact_force_n,rr_contact_force_n,fl_contact_upward_force_n,fr_contact_upward_force_n,rl_contact_upward_force_n,rr_contact_upward_force_n,fl_full_wheel_on_top,fr_full_wheel_on_top,rl_full_wheel_on_top,rr_full_wheel_on_top,all_wheels_on_top,support_score,base_forward_speed_m_s,fl_wheel_surface_speed_m_s,fr_wheel_surface_speed_m_s,rl_wheel_surface_speed_m_s,rr_wheel_surface_speed_m_s,supported_slip_speed_m_s,supported_slip_ratio,supported_wheel_count,fl_wheel_y_m,fr_wheel_y_m,rl_wheel_y_m,rr_wheel_y_m,fl_wheel_x_m,fl_wheel_z_m,fr_wheel_x_m,fr_wheel_z_m,rl_wheel_x_m,rl_wheel_z_m,rr_wheel_x_m,rr_wheel_z_m,fl_load_trim_z_m,fr_load_trim_z_m,fl_unload_trim_m,fr_unload_trim_m,rl_unload_trim_m,rr_unload_trim_m,policy_action_00,policy_action_01,policy_action_02,policy_action_03,policy_action_04,policy_action_05,policy_action_06,policy_action_07,policy_action_08,policy_action_09,policy_action_10,policy_action_11,executed_action_00,executed_action_01,executed_action_02,executed_action_03,executed_action_04,executed_action_05,executed_action_06,executed_action_07,executed_action_08,executed_action_09,executed_action_10,executed_action_11,scaled_wheel_center_residual_m_00,scaled_wheel_center_residual_m_01,scaled_wheel_center_residual_m_02,scaled_wheel_center_residual_m_03,scaled_wheel_center_residual_m_04,scaled_wheel_center_residual_m_05,scaled_wheel_center_residual_m_06,scaled_wheel_center_residual_m_07,scaled_wheel_speed_residual_rad_s_00,scaled_wheel_speed_residual_rad_s_01,scaled_wheel_speed_residual_rad_s_02,scaled_wheel_speed_residual_rad_s_03,requested_wheel_center_target_m_00,requested_wheel_center_target_m_01,requested_wheel_center_target_m_02,requested_wheel_center_target_m_03,requested_wheel_center_target_m_04,requested_wheel_center_target_m_05,requested_wheel_center_target_m_06,requested_wheel_center_target_m_07,final_wheel_center_target_m_00,final_wheel_center_target_m_01,final_wheel_center_target_m_02,final_wheel_center_target_m_03,final_wheel_center_target_m_04,final_wheel_center_target_m_05,final_wheel_center_target_m_06,final_wheel_center_target_m_07,final_servo_target_rad_00,final_servo_target_rad_01,final_servo_target_rad_02,final_servo_target_rad_03,final_servo_target_rad_04,final_servo_target_rad_05,final_servo_target_rad_06,final_servo_target_rad_07,final_wheel_target_rad_s_00,final_wheel_target_rad_s_01,final_wheel_target_rad_s_02,final_wheel_target_rad_s_03,reference_00,reference_01,reference_02,reference_03,reference_04,reference_05,reference_06,reference_07,reference_08,reference_09,reference_10,reference_11
0.0,0,0.008066896349191666,-0.02253757417201996,-0.11524825543165207,0.2799651026725769,0.0,0.05143304914236069,-0.042756009846925735,0.004577450919896364,1,1,1,1,12.79433536529541,16.760498046875,8.873510360717773,11.385303497314453,12.79433536529541,16.760498046875,8.873510360717773,11.385303497314453,0,0,0,0,0,0.9999799728393555,-0.015346364118158817,0.018044302240014076,-0.04435313120484352,0.023878471925854683,0.002022789092734456,0.02974785678088665,0.2974785566329956,4,0.08097434043884277,-0.3173363506793976,0.07616974413394928,-0.3201453983783722,0.2583337128162384,0.03838879242539406,0.26209741830825806,0.039779409766197205,-0.3004380166530609,0.03972373530268669,-0.3030174970626831,0.04214758425951004,0.0,0.0,0.0,0.0,0.0,0.0,-0.0037994100712239742,-0.02196630649268627,-0.0031091105192899704,-0.022120116278529167,-1.887817052192986e-05,0.012910788878798485,0.011297035962343216,0.020820138975977898,0.020973263308405876,0.021532868966460228,0.0009346941369585693,0.004151192028075457,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.05,0,0.007802719250321388,-0.0219526756554842,-0.20359434187412262,nan,0.0,0.0507710799574852,0.008416391909122467,0.013094351626932621,1,1,1,1,0.0,8.592560768127441,0.0,0.0,0.0,8.592560768127441,0.0,0.0,0,0,0,0,0,0.9999879598617554,-0.02636643871665001,0.005998718552291393,0.007256662007421255,0.005999757442623377,0.006007457617670298,0.0336230993270874,0.336230993270874,1,0.08005700260400772,-0.3182685077190399,0.07711111754179001,-0.3191891610622406,0.258853942155838,0.05109378695487976,0.2619597017765045,0.049461111426353455,-0.2996431589126587,0.05223134160041809,-0.30181413888931274,0.05004379525780678,0.0,0.0,0.0,0.0,0.0,0.0,0.006830511149019003,-0.022754648700356483,0.013064185157418251,-0.028435183688998222,0.0041049933061003685,0.002153168898075819,0.013716395944356918,-0.010383792221546173,0.006450718734413385,0.019194819033145905,-0.01420866884291172,-0.010229931212961674,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.1,0,0.0076595693826675415,-0.022739136591553688,0.009701565839350224,0.2806662619113922,0.0,0.05311249941587448,0.019713200628757477,0.008034630678594112,1,1,1,1,7.171978950500488,6.933076858520508,7.123290061950684,7.47963285446167,7.171978950500488,6.933076858520508,7.123290061950684,7.47963285446167,0,0,0,0,0,0.9999942779541016,0.0014105445006862283,0.005615845322608948,0.006061132997274399,0.005380153656005859,0.007675394881516695,0.004772587679326534,0.047725874930620193,4,0.0802348181605339,-0.31809407472610474,0.07737204432487488,-0.31893396377563477,0.2593259811401367,0.04911743104457855,0.262442946434021,0.04944953694939613,-0.29935088753700256,0.04955244064331055,-0.3011423945426941,0.04919673129916191,0.0,0.0,0.0,0.0,0.0,0.0,0.019612247124314308,-0.026652641594409943,0.022303713485598564,-0.02579612471163273,0.007778887636959553,-0.01301583368331194,0.008272740058600903,-0.009307313710451126,-0.007482272107154131,0.0013987901620566845,-0.009208669885993004,-0.005942245479673147,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.15,0,0.007838556542992592,-0.022507743909955025,0.001685817027464509,0.28094980120658875,0.0,0.04647982865571976,0.02054734155535698,0.007706768345087767,1,1,1,1,7.839831829071045,6.269750595092773,6.442318916320801,8.131246566772461,7.839831829071045,6.269750595092773,6.442318916320801,8.131246566772461,0,0,0,0,0,0.9999960660934448,0.004728989209979773,0.005593521054834127,0.005996223539113998,0.005941472947597504,0.007381572388112545,0.001499208272434771,0.014992082491517067,4,0.08024977892637253,-0.31807804107666016,0.07738803327083588,-0.3189191222190857,0.25986823439598083,0.049216378480196,0.26302194595336914,0.04953928664326668,-0.29888027906417847,0.0495072640478611,-0.30046871304512024,0.04931800067424774,0.0,0.0,0.0,0.0,0.0,0.0,0.0194022748619318,-0.01606706529855728,0.02502555400133133,-0.017809662967920303,0.016341520473361015,-0.0003858427226077765,0.01151509303599596,-0.0025250345934182405,-0.0035856380127370358,0.002144180703908205,-0.008064749650657177,-0.009677350521087646,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.2,0,0.008176244795322418,-0.022442933171987534,-0.0032730870880186558,0.28114864230155945,0.0,0.044910088181495667,0.020964644849300385,0.007419109344482422,1,1,1,1,8.533671379089355,5.592501640319824,5.751573085784912,8.800950050354004,8.533671379089355,5.592501640319824,5.751573085784912,8.800950050354004,0,0,0,0,0,0.9999971389770508,0.007054629735648632,0.005562155041843653,0.005918359849601984,0.00627552205696702,0.007161087356507778,0.0008785774698480964,0.008785774931311607,4,0.08026281744241714,-0.3180641233921051,0.07740326225757599,-0.3189050257205963,0.2604411542415619,0.04931272566318512,0.26363086700439453,0.04962702840566635,-0.2983560562133789,0.04945126175880432,-0.29977571964263916,0.04943472146987915,0.0,0.0,0.0,0.0,0.0,0.0,0.017978118732571602,-0.015828385949134827,0.023453187197446823,-0.01738426648080349,0.016544319689273834,0.0010708975605666637,0.011606894433498383,-0.0004415772564243525,-0.004176537971943617,0.0017998638795688748,-0.007794742006808519,-0.009984154254198074,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.25,0,0.008628064766526222,-0.022489652037620544,-0.00694947550073266,0.2812879979610443,0.0,0.04448338598012924,0.02116594836115837,0.007127624005079269,1,1,1,1,9.106390953063965,5.076478004455566,4.9332685470581055,9.523340225219727,9.106390953063965,5.076478004455566,4.9332685470581055,9.523340225219727,0,0,0,0,0,0.9999977946281433,0.008328425697982311,0.005619507282972336,0.00583546981215477,0.006250753067433834,0.006927078124135733,0.002170223742723465,0.02170223742723465,4,0.08027610927820206,-0.31804996728897095,0.07741938531398773,-0.31888970732688904,0.26103997230529785,0.04940419644117355,0.2642638385295868,0.04971112310886383,-0.2977914810180664,0.049380768090486526,-0.2990702688694,0.0495438389480114,0.0,0.0,0.0,0.0,0.0,0.0,0.0174778513610363,-0.016483644023537636,0.022742608562111855,-0.017651813104748726,0.016170086339116096,0.0005203971522860229,0.011516197584569454,2.952292561531067e-06,-0.004725545644760132,0.0014500304823741317,-0.007823611609637737,-0.009631475433707237,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.3,0,0.00915955938398838,-0.022604143247008324,-0.01181658823043108,0.2813848555088043,0.0,0.04461227357387543,0.0212949737906456,0.0068430048413574696,1,1,1,1,9.930581092834473,4.3835296630859375,4.502647399902344,10.04045295715332,9.930581092834473,4.3835296630859375,4.502647399902344,10.04045295715332,0,0,0,0,0,0.9999982118606567,0.009219003841280937,0.005674151703715324,0.0045968396589159966,0.006810570135712624,0.006854241713881493,0.003235053038224578,0.032350532710552216,4,0.08028916269540787,-0.31803610920906067,0.07743661850690842,-0.3188732862472534,0.2616584002971649,0.04949304088950157,0.2649138867855072,0.04978857561945915,-0.2971900701522827,0.049300141632556915,-0.29835373163223267,0.04964331537485123,0.0,0.0,0.0,0.0,0.0,0.0,0.018244661390781403,-0.01581542007625103,0.02309960126876831,-0.016730040311813354,0.016439924016594887,0.0005495151854120195,0.011470407247543335,0.0002652425318956375,-0.0044561089016497135,0.0016406293725594878,-0.007996905595064163,-0.010249936021864414,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.35,0,0.009745846502482891,-0.0227284487336874,-0.012952289544045925,0.28145700693130493,0.0,0.04375990852713585,0.021457944065332413,0.006616496481001377,1,1,1,1,10.2295503616333,3.980733633041382,4.050220489501953,10.443148612976074,10.2295503616333,3.980733633041382,4.050220489501953,10.443148612976074,0,0,0,0,0,0.9999985098838806,0.010073508135974407,0.005683650262653828,0.005933573003858328,0.007161484565585852,0.006688757333904505,0.003706641960889101,0.03706641495227814,4,0.08029920607805252,-0.31802546977996826,0.07744565606117249,-0.3188650608062744,0.26229017972946167,0.04957391694188118,0.2655867338180542,0.04985850676894188,-0.29652678966522217,0.049209948629140854,-0.29763007164001465,0.04973558709025383,0.0,0.0,0.0,0.0,0.0,0.0,0.017522107809782028,-0.01596575602889061,0.022217249497771263,-0.01688796654343605,0.016106249764561653,0.0007080010836943984,0.01134741771966219,0.0007108686259016395,-0.004859066102653742,0.0015344209969043732,-0.007843353785574436,-0.00987549964338541,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.4,0,0.010379379615187645,-0.02292712591588497,-0.013493120670318604,0.2814982235431671,0.0,0.049655184149742126,0.02149048075079918,0.0063663506880402565,1,1,1,1,10.912728309631348,3.2155792713165283,3.2216336727142334,11.246841430664062,10.912728309631348,3.2155792713165283,3.2216336727142334,11.246841430664062,0,0,0,0,0,0.9999986886978149,0.010004347190260887,0.005521836224943399,0.005494922399520874,0.007119282148778439,0.006563104223459959,0.003829561173915863,0.03829561173915863,4,0.08031050860881805,-0.318013459444046,0.07745860517024994,-0.31885257363319397,0.2629372179508209,0.04964929446578026,0.26626038551330566,0.04992131516337395,-0.2958519160747528,0.049105700105428696,-0.2968987226486206,0.04981458559632301,0.0,0.0,0.0,0.0,0.0,0.0,0.018604114651679993,-0.017082538455724716,0.024482794106006622,-0.017830604687333107,0.019931446760892868,0.003233389463275671,0.015234189108014107,0.004139696713536978,-0.004295342601835728,0.0025141146034002304,-0.008338081650435925,-0.012615225277841091,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
0.45,0,0.011004195548593998,-0.02314280904829502,-0.01732713356614113,0.2815385162830353,0.0,0.04458701238036156,0.021519895642995834,0.0061324224807322025,1,1,1,1,11.675214767456055,2.61622953414917,2.661167860031128,11.747721672058105,11.675214767456055,2.61622953414917,2.661167860031128,11.747721672058105,0,0,0,0,0,0.999998927116394,0.009803161025047302,0.005812689661979675,0.005457447841763496,0.00735718896612525,0.006374559830874205,0.0035526894498616457,0.03552689403295517,4,0.08032139390707016,-0.31800195574760437,0.07747966051101685,-0.3188321888446808,0.26358017325401306,0.0497150681912899,0.2669207751750946,0.04997346177697182,-0.29520103335380554,0.048994310200214386,-0.29617783427238464,0.04988420009613037,0.0,0.0,0.0,0.0,0.0,0.0,0.018162807449698448,-0.015681836754083633,0.022480299696326256,-0.01639961078763008,0.016754725947976112,0.001279628835618496,0.01198083907365799,0.0015117458533495665,-0.004541162401437759,0.0021800696849823,-0.008320417255163193,-0.010728219524025917,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0,0.0,-0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,0.134965717792511,-0.15710830688476562,0.13928383588790894,-0.15407103300094604,0.13638877868652344,0.1497691422700882,0.13452383875846863,0.1492631733417511,-0.0016772589879110456,-0.013852698728442192,0.019468417391180992,-0.017904143780469894,-0.0474177822470665,0.012228554114699364,-0.049882590770721436,0.04951764643192291,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.0,0.0,1.0,0.0,-0.0,1.0,-0.0,-0.9999998807907104,0.30000001192092896,0.30000001192092896,0.30000001192092896,0.30000001192092896
